time,,values
11:21:40,40896.81,-63
11:21:40,40896.81,-169
11:21:40,40896.81,-186
11:21:40,40896.81,-274
11:21:40,40896.81,-183
11:21:40,40896.81,-240
11:21:40,40896.81,-175
11:21:40,40896.81,-204
11:21:40,40896.81,-87
11:21:40,40896.81,-136
11:21:40,40896.81,-97
11:21:40,40896.81,-204
11:21:40,40896.81,-120
11:21:40,40896.81,-176
11:21:40,40896.81,-103
11:21:40,40896.81,-146
11:21:40,40896.81,-101
11:21:40,40896.81,-202
11:21:40,40896.81,-134
11:21:40,40896.81,-157
11:21:40,40896.81,-32
11:21:40,40896.81,-100
11:21:40,40896.81,-31
11:21:40,40896.81,-85
11:21:40,40896.81,-27
11:21:40,40896.81,-56
11:21:40,40896.81,-32
11:21:40,40896.81,-112
11:21:40,40896.81,-25
11:21:40,40896.81,73
11:21:40,40896.81,245
11:21:40,40896.81,257
11:21:40,40896.81,255
11:21:40,40896.81,212
11:21:40,40896.81,100
11:21:40,40896.81,9
11:21:40,40896.81,13
11:21:40,40896.81,-33
11:21:40,40896.81,-16
11:21:40,40896.81,-168
11:21:40,40896.81,-181
11:21:40,40896.81,-286
11:21:40,40896.81,-257
11:21:40,40896.81,-44
11:21:40,40896.81,345
11:21:40,40896.81,657
11:21:40,40896.81,939
11:21:40,40896.81,1016
11:21:40,40896.81,951
11:21:40,40896.81,628
11:21:40,40896.81,120
11:21:40,40896.81,-280
11:21:40,40896.81,-532
11:21:40,40896.81,-536
11:21:40,40896.81,-445
11:21:40,40896.81,-408
11:21:40,40896.81,-273
11:21:40,40896.81,-243
11:21:40,40896.81,-128
11:21:40,40896.81,-186
11:21:40,40896.81,-111
11:21:40,40896.81,-127
11:21:40,40896.81,-31
11:21:40,40896.81,0
11:21:40,40896.81,67
11:21:40,40896.81,55
11:21:40,40896.81,101
11:21:40,40896.81,104
11:21:40,40896.81,158
11:21:40,40896.81,171
11:21:40,40896.81,203
11:21:40,40896.81,197
11:21:41,40896.81,178
11:21:41,40896.81,139
11:21:41,40896.81,80
11:21:41,40896.81,8
11:21:41,40896.81,-76
11:21:41,40896.81,-201
11:21:41,40896.81,-235
11:21:41,40896.81,-257
11:21:41,40896.81,-223
11:21:41,40896.81,-199
11:21:41,40896.81,-119
11:21:41,40896.81,-149
11:21:41,40896.81,-130
11:21:41,40896.81,-225
11:21:41,40896.81,-133
11:21:41,40896.81,-180
11:21:41,40896.81,-128
11:21:41,40896.81,-134
11:21:41,40896.81,-137
11:21:41,40896.81,-194
11:21:41,40896.81,-145
11:21:41,40896.81,-139
11:21:41,40896.81,-27
11:21:41,40896.81,-96
11:21:41,40896.81,-30
11:21:41,40896.81,-64
11:21:41,40896.81,-36
11:21:41,40896.81,-20
11:21:41,40896.81,56
11:21:41,40896.81,20
11:21:41,40896.81,32
11:21:41,40896.81,-64
11:21:41,40896.81,67
11:21:41,40896.81,105
11:21:41,40896.81,234
11:21:41,40896.81,247
11:21:41,40896.81,276
11:21:41,40896.81,255
11:21:41,40896.81,219
11:21:41,40896.81,155
11:21:41,40896.81,81
11:21:41,40896.81,-41
11:21:41,40896.81,-94
11:21:41,40896.81,-198
11:21:41,40896.81,-196
