"
time",,values
11:24:58,41098.49,173
11:24:58,41098.50,405
11:24:58,41098.51,566
11:24:58,41098.52,425
11:24:58,41098.53,85
11:24:58,41098.54,-171
11:24:58,41098.55,-178
11:24:58,41098.56,-174
11:24:58,41098.57,-203
11:24:58,41098.58,-236
11:24:58,41098.59,-260
11:24:58,41098.61,-229
11:24:58,41098.62,-136
11:24:58,41098.63,-51
11:24:58,41098.64,-17
11:24:58,41098.65,-76
11:24:58,41098.66,-158
11:24:58,41098.66,-227
11:24:58,41098.68,-248
11:24:58,41098.68,-213
11:24:58,41098.70,-163
11:24:58,41098.70,-113
11:24:58,41098.71,-87
11:24:58,41098.73,-74
11:24:58,41098.73,-66
11:24:58,41098.75,-55
11:24:58,41098.75,-8
11:24:58,41098.77,46
11:24:58,41098.77,82
11:24:58,41098.79,44
11:24:58,41098.80,-36
11:24:58,41098.80,-103
11:24:58,41098.82,-125
11:24:58,41098.82,-115
11:24:58,41098.84,-70
11:24:58,41098.84,12
11:24:58,41098.86,98
11:24:58,41098.86,146
11:24:58,41098.88,128
11:24:58,41098.89,120
11:24:58,41098.89,136
11:24:58,41098.91,165
11:24:58,41098.91,177
11:24:58,41098.93,154
11:24:58,41098.93,119
11:24:58,41098.95,37
11:24:58,41098.95,-32
11:24:58,41098.96,-65
11:24:58,41098.98,-36
11:24:58,41098.98,34
11:24:58,41099.00,77
11:24:59,41099.00,96
11:24:59,41099.02,55
11:24:59,41099.02,1
11:24:59,41099.04,-38
11:24:59,41099.05,-55
11:24:59,41099.05,-43
11:24:59,41099.07,-37
11:24:59,41099.07,-52
11:24:59,41099.09,-79
11:24:59,41099.09,-99
11:24:59,41099.11,-89
11:24:59,41099.11,-19
11:24:59,41099.13,82
11:24:59,41099.14,176
11:24:59,41099.15,202
11:24:59,41099.16,178
11:24:59,41099.17,128
11:24:59,41099.18,58
11:24:59,41099.19,9
11:24:59,41099.20,-1
11:24:59,41099.21,116
11:24:59,41099.22,407
11:24:59,41099.23,626
11:24:59,41099.24,503
11:24:59,41099.25,158
11:24:59,41099.26,-121
11:24:59,41099.27,-144
11:24:59,41099.28,-119
11:24:59,41099.29,-120
11:24:59,41099.30,-159
11:24:59,41099.31,-226
11:24:59,41099.32,-270
11:24:59,41099.33,-284
11:24:59,41099.34,-253
11:24:59,41099.35,-220
11:24:59,41099.36,-191
11:24:59,41099.37,-183
11:24:59,41099.38,-182
11:24:59,41099.39,-178
11:24:59,41099.40,-162
11:24:59,41099.41,-110
11:24:59,41099.42,-23
11:24:59,41099.43,47
11:24:59,41099.44,74
11:24:59,41099.45,36
11:24:59,41099.46,-6
11:24:59,41099.47,-47
11:24:59,41099.48,-58
11:24:59,41099.49,-43
11:24:59,41099.50,-8
11:24:59,41099.51,3
11:24:59,41099.52,-25
11:24:59,41099.53,-68
11:24:59,41099.54,-85
11:24:59,41099.55,-68
11:24:59,41099.56,-4
11:24:59,41099.57,68
11:24:59,41099.58,111
11:24:59,41099.59,83
11:24:59,41099.60,19
11:24:59,41099.61,-27
11:24:59,41099.62,-36
11:24:59,41099.63,-25
11:24:59,41099.64,23
11:24:59,41099.65,82
11:24:59,41099.66,135
11:24:59,41099.67,147
11:24:59,41099.68,122
11:24:59,41099.69,128
11:24:59,41099.70,150
11:24:59,41099.70,185
11:24:59,41099.71,191
11:24:59,41099.72,154
11:24:59,41099.73,61
11:24:59,41099.74,-58
11:24:59,41099.75,-143
11:24:59,41099.76,-156
11:24:59,41099.77,-120
11:24:59,41099.78,-54
11:24:59,41099.79,-8
11:24:59,41099.80,11
11:24:59,41099.81,4
11:24:59,41099.82,-2
11:24:59,41099.83,21
11:24:59,41099.84,63
11:24:59,41099.85,109
11:24:59,41099.86,109
11:24:59,41099.87,60
11:24:59,41099.88,115
11:24:59,41099.89,349
11:24:59,41099.90,597
11:24:59,41099.91,713
11:24:59,41099.92,509
11:24:59,41099.93,279
11:24:59,41099.94,59
11:24:59,41099.95,-39
11:24:59,41099.96,-136
11:24:59,41099.97,-218
11:24:59,41099.98,-250
11:24:59,41099.99,-244
11:25:00,41100.00,-246
11:25:00,41100.01,-284
11:25:00,41100.02,-350
11:25:00,41100.03,-405
11:25:00,41100.04,-422
11:25:00,41100.05,-378
11:25:00,41100.06,-290
11:25:00,41100.07,-201
11:25:00,41100.08,-136
11:25:00,41100.09,-122
11:25:00,41100.10,-125
11:25:00,41100.11,-125
11:25:00,41100.12,-100
11:25:00,41100.13,-28
11:25:00,41100.14,34
11:25:00,41100.15,75
11:25:00,41100.16,71
11:25:00,41100.17,40
11:25:00,41100.18,3
11:25:00,41100.20,-6
11:25:00,41100.21,32
11:25:00,41100.22,89
11:25:00,41100.23,112
11:25:00,41100.24,91
11:25:00,41100.25,18
11:25:00,41100.26,-60
11:25:00,41100.27,-114
11:25:00,41100.28,-131
11:25:00,41100.29,-124
11:25:00,41100.30,-89
11:25:00,41100.31,148
11:25:00,41100.32,467
11:25:00,41100.33,604
11:25:00,41100.34,400
11:25:00,41100.35,144
11:25:00,41100.36,49
11:25:00,41100.37,97
11:25:00,41100.38,81
11:25:00,41100.39,-7
11:25:00,41100.40,-114
11:25:00,41100.41,-187
11:25:00,41100.42,-189
11:25:00,41100.43,-169
11:25:00,41100.44,-161
11:25:00,41100.45,-173
11:25:00,41100.46,-192
11:25:00,41100.47,-221
11:25:00,41100.48,-241
11:25:00,41100.49,-223
11:25:00,41100.50,-173
11:25:00,41100.51,-122
11:25:00,41100.52,-107
11:25:00,41100.53,-131
11:25:00,41100.54,-161
11:25:00,41100.55,-179
11:25:00,41100.56,-161
11:25:00,41100.57,-110
11:25:00,41100.58,-33
11:25:00,41100.59,46
11:25:00,41100.60,99
11:25:00,41100.61,116
11:25:00,41100.62,125
11:25:00,41100.63,151
11:25:00,41100.64,194
11:25:00,41100.65,231
11:25:00,41100.66,246
11:25:00,41100.67,217
11:25:00,41100.68,122
11:25:00,41100.69,78
11:25:00,41100.70,267
11:25:00,41100.71,576
11:25:00,41100.72,659
11:25:00,41100.73,439
11:25:00,41100.74,167
11:25:00,41100.75,26
11:25:00,41100.76,-54
11:25:00,41100.77,-140
11:25:00,41100.77,-172
11:25:00,41100.78,-152
11:25:00,41100.79,-146
11:25:00,41100.80,-171
11:25:00,41100.81,-208
11:25:00,41100.82,-246
11:25:00,41100.83,-260
11:25:00,41100.84,-251
11:25:00,41100.85,-202
11:25:00,41100.86,-124
11:25:00,41100.87,-54
11:25:00,41100.88,-15
11:25:00,41100.89,-14
11:25:00,41100.90,-30
11:25:00,41100.91,-33
11:25:00,41100.92,5
11:25:00,41100.93,65
11:25:00,41100.94,103
11:25:00,41100.95,84
11:25:00,41100.96,4
11:25:00,41100.97,-61
11:25:00,41100.98,-88
11:25:00,41100.99,-68
11:25:01,41101.00,-14
11:25:01,41101.01,38
11:25:01,41101.02,64
11:25:01,41101.03,56
11:25:01,41101.04,15
11:25:01,41101.06,-14
11:25:01,41101.06,-27
11:25:01,41101.07,46
11:25:01,41101.08,336
11:25:01,41101.09,667
11:25:01,41101.10,845
11:25:01,41101.11,602
11:25:01,41101.12,239
11:25:01,41101.13,-8
11:25:01,41101.14,-38
11:25:01,41101.15,-5
11:25:01,41101.16,-11
11:25:01,41101.17,-68
11:25:01,41101.18,-141
11:25:01,41101.19,-213
11:25:01,41101.20,-239
11:25:01,41101.21,-234
11:25:01,41101.22,-236
11:25:01,41101.23,-253
11:25:01,41101.24,-314
11:25:01,41101.25,-364
11:25:01,41101.27,-374
11:25:01,41101.28,-345
11:25:01,41101.29,-285
11:25:01,41101.30,-200
11:25:01,41101.30,-100
11:25:01,41101.32,-22
11:25:01,41101.32,-5
11:25:01,41101.34,1
11:25:01,41101.35,18
11:25:01,41101.36,74
11:25:01,41101.37,126
11:25:01,41101.38,148
11:25:01,41101.39,139
11:25:01,41101.39,109
11:25:01,41101.41,71
11:25:01,41101.41,61
11:25:01,41101.43,89
11:25:01,41101.44,153
11:25:01,41101.45,186
11:25:01,41101.46,174
11:25:01,41101.46,91
11:25:01,41101.48,1
11:25:01,41101.48,65
11:25:01,41101.50,365
11:25:01,41101.51,552
11:25:01,41101.52,425
11:25:01,41101.53,93
11:25:01,41101.54,-130
11:25:01,41101.55,-177
11:25:01,41101.55,-207
11:25:01,41101.57,-205
11:25:01,41101.57,-172
11:25:01,41101.59,-97
11:25:01,41101.60,-53
11:25:01,41101.61,-74
11:25:01,41101.62,-138
11:25:01,41101.63,-194
11:25:01,41101.64,-211
11:25:01,41101.64,-203
11:25:01,41101.66,-173
11:25:01,41101.66,-125
11:25:01,41101.68,-107
11:25:01,41101.69,-107
11:25:01,41101.70,-126
11:25:01,41101.70,-116
11:25:01,41101.71,-81
11:25:01,41101.73,-22
11:25:01,41101.73,41
11:25:01,41101.75,52
11:25:01,41101.75,4
11:25:01,41101.77,-69
11:25:01,41101.77,-113
11:25:01,41101.79,-101
11:25:01,41101.80,-59
11:25:01,41101.81,-9
11:25:01,41101.82,29
11:25:01,41101.83,40
11:25:01,41101.84,52
11:25:01,41101.85,64
11:25:01,41101.86,108
11:25:01,41101.87,159
11:25:01,41101.88,202
11:25:01,41101.89,198
11:25:01,41101.90,163
11:25:01,41101.91,94
11:25:01,41101.92,22
11:25:01,41101.93,-30
11:25:01,41101.94,-19
11:25:01,41101.95,35
11:25:01,41101.96,94
11:25:01,41101.97,105
11:25:01,41101.98,56
11:25:01,41101.99,8
11:25:01,41102.00,-18
11:25:02,41102.01,-4
11:25:02,41102.02,9
11:25:02,41102.03,7
11:25:02,41102.04,-24
11:25:02,41102.05,-69
11:25:02,41102.06,-100
11:25:02,41102.07,-90
11:25:02,41102.08,-35
11:25:02,41102.09,45
11:25:02,41102.10,122
11:25:02,41102.11,166
11:25:02,41102.12,175
11:25:02,41102.13,140
11:25:02,41102.14,84
11:25:02,41102.15,78
11:25:02,41102.16,284
11:25:02,41102.17,646
11:25:02,41102.18,891
11:25:02,41102.19,745
11:25:02,41102.20,325
11:25:02,41102.21,-56
11:25:02,41102.22,-222
11:25:02,41102.23,-247
11:25:02,41102.24,-228
11:25:02,41102.25,-222
11:25:02,41102.26,-242
11:25:02,41102.27,-266
11:25:02,41102.28,-298
11:25:02,41102.29,-310
11:25:02,41102.30,-318
11:25:02,41102.31,-301
11:25:02,41102.32,-275
11:25:02,41102.33,-266
11:25:02,41102.34,-255
11:25:02,41102.35,-250
11:25:02,41102.36,-228
11:25:02,41102.37,-192
11:25:02,41102.38,-92
11:25:02,41102.39,34
11:25:02,41102.40,118
11:25:02,41102.41,115
11:25:02,41102.42,73
11:25:02,41102.43,35
11:25:02,41102.44,24
11:25:02,41102.45,18
11:25:02,41102.46,20
11:25:02,41102.47,-11
11:25:02,41102.48,-66
11:25:02,41102.49,-118
11:25:02,41102.50,-141
11:25:02,41102.51,-109
11:25:02,41102.52,-41
11:25:02,41102.53,20
11:25:02,41102.54,52
11:25:02,41102.55,52
11:25:02,41102.56,197
11:25:02,41102.57,464
11:25:02,41102.58,601
11:25:02,41102.59,426
11:25:02,41102.60,137
11:25:02,41102.61,-38
11:25:02,41102.62,-41
11:25:02,41102.63,-79
11:25:02,41102.64,-116
11:25:02,41102.65,-142
11:25:02,41102.66,-110
11:25:02,41102.67,-54
11:25:02,41102.68,-33
11:25:02,41102.69,-95
11:25:02,41102.70,-204
11:25:02,41102.71,-295
11:25:02,41102.72,-323
11:25:02,41102.73,-317
11:25:02,41102.74,-284
11:25:02,41102.75,-244
11:25:02,41102.76,-201
11:25:02,41102.77,-170
11:25:02,41102.78,-149
11:25:02,41102.79,-104
11:25:02,41102.80,-55
11:25:02,41102.81,33
11:25:02,41102.82,121
11:25:02,41102.83,178
11:25:02,41102.84,181
11:25:02,41102.85,109
11:25:02,41102.86,48
11:25:02,41102.87,15
11:25:02,41102.88,54
11:25:02,41102.89,118
11:25:02,41102.89,159
11:25:02,41102.90,164
11:25:02,41102.91,136
11:25:02,41102.92,122
11:25:02,41102.93,255
11:25:02,41102.94,586
11:25:02,41102.95,757
11:25:02,41102.96,595
11:25:02,41102.97,240
11:25:02,41102.98,-23
11:25:02,41102.99,-156
11:25:03,41103.00,-271
11:25:03,41103.01,-306
11:25:03,41103.02,-263
11:25:03,41103.03,-204
11:25:03,41103.04,-159
11:25:03,41103.05,-142
11:25:03,41103.06,-145
11:25:03,41103.07,-160
11:25:03,41103.08,-148
11:25:03,41103.09,-126
11:25:03,41103.10,-99
11:25:03,41103.11,-98
11:25:03,41103.12,-138
11:25:03,41103.13,-176
11:25:03,41103.14,-189
11:25:03,41103.15,-136
11:25:03,41103.16,-68
11:25:03,41103.17,26
11:25:03,41103.18,101
11:25:03,41103.19,145
11:25:03,41103.20,127
11:25:03,41103.21,75
11:25:03,41103.22,34
11:25:03,41103.23,18
11:25:03,41103.24,5
11:25:03,41103.25,-11
11:25:03,41103.26,-44
11:25:03,41103.27,-80
11:25:03,41103.28,-99
11:25:03,41103.29,-95
11:25:03,41103.30,-35
11:25:03,41103.31,133
11:25:03,41103.32,469
11:25:03,41103.33,833
11:25:03,41103.34,997
11:25:03,41103.35,774
11:25:03,41103.36,379
11:25:03,41103.37,60
11:25:03,41103.39,-51
11:25:03,41103.40,-72
11:25:03,41103.41,-117
11:25:03,41103.42,-197
11:25:03,41103.42,-260
11:25:03,41103.43,-283
11:25:03,41103.44,-260
11:25:03,41103.45,-213
11:25:03,41103.46,-171
11:25:03,41103.47,-165
11:25:03,41103.48,-208
11:25:03,41103.49,-277
11:25:03,41103.50,-321
11:25:03,41103.51,-329
11:25:03,41103.52,-303
11:25:03,41103.53,-261
11:25:03,41103.54,-214
11:25:03,41103.55,-163
11:25:03,41103.56,-109
11:25:03,41103.57,-52
11:25:03,41103.58,46
11:25:03,41103.59,151
11:25:03,41103.60,239
11:25:03,41103.61,262
11:25:03,41103.62,232
11:25:03,41103.63,174
11:25:03,41103.64,65
11:25:03,41103.65,-25
11:25:03,41103.66,-76
11:25:03,41103.67,-60
11:25:03,41103.68,-28
11:25:03,41103.69,-15
11:25:03,41103.70,-28
11:25:03,41103.71,-57
11:25:03,41103.72,-78
11:25:03,41103.73,-56
11:25:03,41103.74,-5
11:25:03,41103.75,33
11:25:03,41103.76,26
11:25:03,41103.77,-36
11:25:03,41103.78,-88
11:25:03,41103.79,-119
11:25:03,41103.80,-114
11:25:03,41103.81,-85
11:25:03,41103.82,-33
11:25:03,41103.83,45
11:25:03,41103.84,95
11:25:03,41103.85,116
11:25:03,41103.86,118
11:25:03,41103.87,132
11:25:03,41103.88,160
11:25:03,41103.89,183
11:25:03,41103.90,186
11:25:03,41103.92,154
11:25:03,41103.93,57
11:25:03,41103.94,-46
11:25:03,41103.95,-113
11:25:03,41103.96,-104
11:25:03,41103.96,-65
11:25:03,41103.98,-27
11:25:03,41103.98,-4
11:25:03,41104.00,-18
11:25:04,41104.01,-32
11:25:04,41104.02,92
11:25:04,41104.03,449
11:25:04,41104.04,672
11:25:04,41104.05,574
11:25:04,41104.05,263
11:25:04,41104.07,27
11:25:04,41104.07,-77
11:25:04,41104.09,-181
11:25:04,41104.10,-228
11:25:04,41104.11,-200
11:25:04,41104.12,-135
11:25:04,41104.13,-68
11:25:04,41104.14,-37
11:25:04,41104.14,-62
11:25:04,41104.16,-103
11:25:04,41104.16,-135
11:25:04,41104.18,-149
11:25:04,41104.19,-153
11:25:04,41104.20,-169
11:25:04,41104.21,-214
11:25:04,41104.21,-268
11:25:04,41104.23,-301
11:25:04,41104.23,-271
11:25:04,41104.25,-218
11:25:04,41104.26,-140
11:25:04,41104.27,-51
11:25:04,41104.28,42
11:25:04,41104.29,104
11:25:04,41104.30,101
11:25:04,41104.30,77
11:25:04,41104.32,71
11:25:04,41104.32,90
11:25:04,41104.34,111
11:25:04,41104.35,105
11:25:04,41104.36,73
11:25:04,41104.37,41
11:25:04,41104.38,9
11:25:04,41104.39,32
11:25:04,41104.39,175
11:25:04,41104.41,510
11:25:04,41104.41,843
11:25:04,41104.43,965
11:25:04,41104.44,709
11:25:04,41104.45,301
11:25:04,41104.46,-48
11:25:04,41104.47,-202
11:25:04,41104.47,-252
11:25:04,41104.48,-282
11:25:04,41104.49,-329
11:25:04,41104.50,-359
11:25:04,41104.51,-365
11:25:04,41104.52,-331
11:25:04,41104.53,-264
11:25:04,41104.54,-193
11:25:04,41104.55,-125
11:25:04,41104.56,-111
11:25:04,41104.57,-146
11:25:04,41104.58,-196
11:25:04,41104.59,-225
11:25:04,41104.60,-195
11:25:04,41104.61,-150
11:25:04,41104.62,-93
11:25:04,41104.63,-56
11:25:04,41104.64,-38
11:25:04,41104.65,-26
11:25:04,41104.66,12
11:25:04,41104.67,74
11:25:04,41104.68,134
11:25:04,41104.69,155
11:25:04,41104.70,140
11:25:04,41104.71,69
11:25:04,41104.72,-36
11:25:04,41104.73,-135
11:25:04,41104.74,-169
11:25:04,41104.75,-144
11:25:04,41104.76,-88
11:25:04,41104.77,-43
11:25:04,41104.78,-16
11:25:04,41104.79,-12
11:25:04,41104.80,-5
11:25:04,41104.81,45
11:25:04,41104.82,123
11:25:04,41104.83,195
11:25:04,41104.84,207
11:25:04,41104.85,164
11:25:04,41104.86,108
11:25:04,41104.87,46
11:25:04,41104.88,3
11:25:04,41104.89,-15
11:25:04,41104.90,21
11:25:04,41104.91,72
11:25:04,41104.92,97
11:25:04,41104.93,80
11:25:04,41104.94,42
11:25:04,41104.95,10
11:25:04,41104.96,-7
11:25:04,41104.98,7
11:25:04,41104.99,42
11:25:05,41105.00,53
11:25:05,41105.01,-3
11:25:05,41105.02,-88
11:25:05,41105.02,-153
11:25:05,41105.04,-133
11:25:05,41105.05,-80
11:25:05,41105.05,-7
11:25:05,41105.07,58
11:25:05,41105.07,94
11:25:05,41105.09,111
11:25:05,41105.09,197
11:25:05,41105.11,535
11:25:05,41105.11,771
11:25:05,41105.13,705
11:25:05,41105.14,378
11:25:05,41105.14,124
11:25:05,41105.16,-16
11:25:05,41105.16,-161
11:25:05,41105.18,-279
11:25:05,41105.18,-288
11:25:05,41105.20,-254
11:25:05,41105.20,-208
11:25:05,41105.21,-194
11:25:05,41105.23,-226
11:25:05,41105.23,-272
11:25:05,41105.25,-299
11:25:05,41105.25,-293
11:25:05,41105.27,-270
11:25:05,41105.27,-243
11:25:05,41105.29,-227
11:25:05,41105.30,-243
11:25:05,41105.30,-257
11:25:05,41105.32,-228
11:25:05,41105.32,-166
11:25:05,41105.34,-47
11:25:05,41105.34,84
11:25:05,41105.36,195
11:25:05,41105.36,230
11:25:05,41105.38,196
11:25:05,41105.39,145
11:25:05,41105.39,101
11:25:05,41105.41,71
11:25:05,41105.41,67
11:25:05,41105.43,44
11:25:05,41105.43,-5
11:25:05,41105.45,-71
11:25:05,41105.45,-119
11:25:05,41105.46,-116
11:25:05,41105.47,-62
11:25:05,41105.48,32
11:25:05,41105.50,87
11:25:05,41105.51,91
11:25:05,41105.52,37
11:25:05,41105.53,-8
11:25:05,41105.54,96
11:25:05,41105.54,419
11:25:05,41105.55,651
11:25:05,41105.56,549
11:25:05,41105.57,237
11:25:05,41105.58,-3
11:25:05,41105.59,-73
11:25:05,41105.60,-122
11:25:05,41105.61,-115
11:25:05,41105.62,-69
11:25:05,41105.63,-25
11:25:05,41105.64,-23
11:25:05,41105.65,-95
11:25:05,41105.66,-198
11:25:05,41105.67,-292
11:25:05,41105.68,-310
11:25:05,41105.69,-300
11:25:05,41105.70,-271
11:25:05,41105.71,-237
11:25:05,41105.72,-225
11:25:05,41105.73,-222
11:25:05,41105.74,-231
11:25:05,41105.75,-192
11:25:05,41105.76,-105
11:25:05,41105.77,3
11:25:05,41105.78,95
11:25:05,41105.79,129
11:25:05,41105.80,92
11:25:05,41105.81,46
11:25:05,41105.82,7
11:25:05,41105.83,29
11:25:05,41105.84,82
11:25:05,41105.85,129
11:25:05,41105.86,155
11:25:05,41105.87,135
11:25:05,41105.88,123
11:25:05,41105.89,115
11:25:05,41105.90,118
11:25:05,41105.91,121
11:25:05,41105.92,104
11:25:05,41105.93,155
11:25:05,41105.94,286
11:25:05,41105.95,481
11:25:05,41105.96,598
11:25:05,41105.97,412
11:25:05,41105.98,141
11:25:05,41105.99,-93
11:25:06,41106.00,-123
11:25:06,41106.01,-141
11:25:06,41106.02,-202
11:25:06,41106.04,-231
11:25:06,41106.05,-229
11:25:06,41106.06,-181
11:25:06,41106.07,-117
11:25:06,41106.07,-91
11:25:06,41106.08,-120
11:25:06,41106.09,-196
11:25:06,41106.10,-252
11:25:06,41106.11,-246
11:25:06,41106.12,-202
11:25:06,41106.13,-133
11:25:06,41106.14,-81
11:25:06,41106.15,-42
11:25:06,41106.16,-29
11:25:06,41106.17,-49
11:25:06,41106.18,-64
11:25:06,41106.19,-44
11:25:06,41106.20,0
11:25:06,41106.21,14
11:25:06,41106.22,-9
11:25:06,41106.23,-53
11:25:06,41106.24,-100
11:25:06,41106.25,-128
11:25:06,41106.26,-115
11:25:06,41106.27,-51
11:25:06,41106.28,62
11:25:06,41106.29,140
11:25:06,41106.30,165
11:25:06,41106.31,132
11:25:06,41106.32,91
11:25:06,41106.33,82
11:25:06,41106.34,95
11:25:06,41106.35,123
11:25:06,41106.36,127
11:25:06,41106.37,67
11:25:06,41106.38,7
11:25:06,41106.39,-38
11:25:06,41106.40,-29
11:25:06,41106.41,17
11:25:06,41106.42,76
11:25:06,41106.43,133
11:25:06,41106.44,132
11:25:06,41106.45,67
11:25:06,41106.46,-15
11:25:06,41106.47,-80
11:25:06,41106.48,-83
11:25:06,41106.49,-64
11:25:06,41106.50,-40
11:25:06,41106.51,-33
11:25:06,41106.52,-46
11:25:06,41106.53,-53
11:25:06,41106.54,-38
11:25:06,41106.55,36
11:25:06,41106.57,129
11:25:06,41106.58,206
11:25:06,41106.59,230
11:25:06,41106.60,199
11:25:06,41106.61,112
11:25:06,41106.62,15
11:25:06,41106.63,-16
11:25:06,41106.64,202
11:25:06,41106.65,548
11:25:06,41106.66,674
11:25:06,41106.67,431
11:25:06,41106.68,50
11:25:06,41106.69,-149
11:25:06,41106.70,-173
11:25:06,41106.71,-162
11:25:06,41106.72,-147
11:25:06,41106.73,-158
11:25:06,41106.74,-203
11:25:06,41106.75,-268
11:25:06,41106.76,-305
11:25:06,41106.77,-311
11:25:06,41106.78,-296
11:25:06,41106.79,-258
11:25:06,41106.80,-207
11:25:06,41106.81,-153
11:25:06,41106.82,-128
11:25:06,41106.83,-126
11:25:06,41106.84,-104
11:25:06,41106.85,-34
11:25:06,41106.86,57
11:25:06,41106.87,122
11:25:06,41106.88,129
11:25:06,41106.89,84
11:25:06,41106.90,14
11:25:06,41106.91,-38
11:25:06,41106.92,-46
11:25:06,41106.93,-23
11:25:06,41106.94,5
11:25:06,41106.95,18
11:25:06,41106.96,11
11:25:06,41106.97,-23
11:25:06,41106.98,-53
11:25:06,41106.99,-43
11:25:06,41107.00,-1
11:25:07,41107.01,55
11:25:07,41107.02,66
11:25:07,41107.03,25
11:25:07,41107.04,-33
11:25:07,41107.05,-71
11:25:07,41107.06,-63
11:25:07,41107.07,-23
11:25:07,41107.08,59
11:25:07,41107.09,141
11:25:07,41107.10,178
11:25:07,41107.11,158
11:25:07,41107.12,132
11:25:07,41107.13,117
11:25:07,41107.14,116
11:25:07,41107.15,113
11:25:07,41107.16,105
11:25:07,41107.17,54
11:25:07,41107.18,-29
11:25:07,41107.19,-115
11:25:07,41107.20,-160
11:25:07,41107.21,-166
11:25:07,41107.22,-134
11:25:07,41107.23,-73
11:25:07,41107.24,3
11:25:07,41107.25,27
11:25:07,41107.26,12
11:25:07,41107.27,-14
11:25:07,41107.28,-15
11:25:07,41107.29,6
11:25:07,41107.30,42
11:25:07,41107.31,96
11:25:07,41107.32,251
11:25:07,41107.33,508
11:25:07,41107.34,665
11:25:07,41107.35,503
11:25:07,41107.36,231
11:25:07,41107.37,61
11:25:07,41107.38,68
11:25:07,41107.39,39
11:25:07,41107.40,-23
11:25:07,41107.41,-111
11:25:07,41107.42,-188
11:25:07,41107.43,-245
11:25:07,41107.44,-245
11:25:07,41107.45,-254
11:25:07,41107.46,-293
11:25:07,41107.47,-348
11:25:07,41107.48,-385
11:25:07,41107.49,-383
11:25:07,41107.50,-339
11:25:07,41107.51,-251
11:25:07,41107.52,-142
11:25:07,41107.53,-70
11:25:07,41107.54,-37
11:25:07,41107.55,-40
11:25:07,41107.56,-22
11:25:07,41107.57,21
11:25:07,41107.58,65
11:25:07,41107.59,103
11:25:07,41107.60,115
11:25:07,41107.61,106
11:25:07,41107.62,82
11:25:07,41107.63,46
11:25:07,41107.64,59
11:25:07,41107.65,95
11:25:07,41107.66,149
11:25:07,41107.67,166
11:25:07,41107.68,140
11:25:07,41107.69,57
11:25:07,41107.70,-57
11:25:07,41107.71,-145
11:25:07,41107.72,-166
11:25:07,41107.73,-51
11:25:07,41107.74,306
11:25:07,41107.75,574
11:25:07,41107.76,541
11:25:07,41107.77,226
11:25:07,41107.78,-13
11:25:07,41107.79,-46
11:25:07,41107.80,-33
11:25:07,41107.81,-29
11:25:07,41107.82,-52
11:25:07,41107.83,-128
11:25:07,41107.84,-189
11:25:07,41107.85,-228
11:25:07,41107.86,-217
11:25:07,41107.87,-200
11:25:07,41107.88,-180
11:25:07,41107.89,-161
11:25:07,41107.90,-166
11:25:07,41107.91,-181
11:25:07,41107.92,-187
11:25:07,41107.93,-172
11:25:07,41107.94,-132
11:25:07,41107.95,-100
11:25:07,41107.96,-89
11:25:07,41107.97,-105
11:25:07,41107.98,-143
11:25:07,41107.99,-154
11:25:07,41108.00,-140
11:25:08,41108.01,-84
11:25:08,41108.02,-4
11:25:08,41108.03,67
11:25:08,41108.04,120
11:25:08,41108.05,128
11:25:08,41108.06,116
11:25:08,41108.07,120
11:25:08,41108.08,150
11:25:08,41108.09,187
11:25:08,41108.10,187
11:25:08,41108.11,142
11:25:08,41108.12,112
11:25:08,41108.13,251
11:25:08,41108.14,520
11:25:08,41108.15,644
11:25:08,41108.16,460
11:25:08,41108.17,173
11:25:08,41108.18,-10
11:25:08,41108.19,-84
11:25:08,41108.19,-168
11:25:08,41108.20,-228
11:25:08,41108.21,-233
11:25:08,41108.22,-231
11:25:08,41108.23,-210
11:25:08,41108.24,-213
11:25:08,41108.25,-246
11:25:08,41108.26,-284
11:25:08,41108.27,-298
11:25:08,41108.28,-255
11:25:08,41108.29,-204
11:25:08,41108.30,-137
11:25:08,41108.31,-63
11:25:08,41108.32,-12
11:25:08,41108.33,13
11:25:08,41108.34,7
11:25:08,41108.35,15
11:25:08,41108.36,52
11:25:08,41108.37,94
11:25:08,41108.38,126
11:25:08,41108.39,104
11:25:08,41108.40,41
11:25:08,41108.41,-20
11:25:08,41108.42,-51
11:25:08,41108.43,-33
11:25:08,41108.44,10
11:25:08,41108.45,67
11:25:08,41108.46,91
11:25:08,41108.47,57
11:25:08,41108.48,-2
11:25:08,41108.49,-49
11:25:08,41108.50,70
11:25:08,41108.51,442
11:25:08,41108.52,730
11:25:08,41108.53,655
11:25:08,41108.54,296
11:25:08,41108.55,7
11:25:08,41108.56,-56
11:25:08,41108.57,-66
11:25:08,41108.58,-40
11:25:08,41108.59,-3
11:25:08,41108.60,17
11:25:08,41108.61,7
11:25:08,41108.62,-63
11:25:08,41108.63,-146
11:25:08,41108.64,-217
11:25:08,41108.65,-233
11:25:08,41108.66,-224
11:25:08,41108.68,-220
11:25:08,41108.69,-224
11:25:08,41108.70,-256
11:25:08,41108.71,-275
11:25:08,41108.72,-251
11:25:08,41108.73,-177
11:25:08,41108.74,-73
11:25:08,41108.75,7
11:25:08,41108.76,55
11:25:08,41108.77,58
11:25:08,41108.78,26
11:25:08,41108.79,6
11:25:08,41108.80,11
11:25:08,41108.81,58
